Cache Configuration: 12 MB, 2 skews, 26 ways (13 ways/skew)
AVG-BALLS-PER-BUCKET:13, BUCKET-SPILL-THRESHOLD:19 
Simulation Parameters - BALL_THROWS:1000000000, SEED:42

Starting throws --  (Dot printed every 100M Ball throws) 
.......... 1Bn


Bucket-Occupancy Snapshot at End of Experiment

Occupancy: 		 Count
Bucket[ 0 Fill]: 	 0 	 (0.00)
Bucket[ 1 Fill]: 	 0 	 (0.00)
Bucket[ 2 Fill]: 	 0 	 (0.00)
Bucket[ 3 Fill]: 	 0 	 (0.00)
Bucket[ 4 Fill]: 	 2 	 (0.01)
Bucket[ 5 Fill]: 	 2 	 (0.01)
Bucket[ 6 Fill]: 	 7 	 (0.02)
Bucket[ 7 Fill]: 	 59 	 (0.18)
Bucket[ 8 Fill]: 	 184 	 (0.56)
Bucket[ 9 Fill]: 	 499 	 (1.52)
Bucket[10 Fill]: 	 1300 	 (3.97)
Bucket[11 Fill]: 	 2967 	 (9.05)
Bucket[12 Fill]: 	 5621 	 (17.15)
Bucket[13 Fill]: 	 8658 	 (26.42)
Bucket[14 Fill]: 	 8655 	 (26.41)
Bucket[15 Fill]: 	 4293 	 (13.10)
Bucket[16 Fill]: 	 517 	 (1.58)
Bucket[17 Fill]: 	 4 	 (0.01)
Bucket[18 Fill]: 	 0 	 (0.00)
Bucket[19 Fill]: 	 0 	 (0.00)
Bucket[20 Fill]: 	 0 	 (0.00)
Bucket[21 Fill]: 	 0 	 (0.00)
Bucket[22 Fill]: 	 0 	 (0.00)
Bucket[23 Fill]: 	 0 	 (0.00)
Bucket[24 Fill]: 	 0 	 (0.00)
Bucket[25 Fill]: 	 0 	 (0.00)
Bucket[26 Fill]: 	 0 	 (0.00)
Bucket[27 Fill]: 	 0 	 (0.00)
Bucket[28 Fill]: 	 0 	 (0.00)
Bucket[29 Fill]: 	 0 	 (0.00)
Bucket[30 Fill]: 	 0 	 (0.00)
Bucket[31 Fill]: 	 0 	 (0.00)
Bucket[32 Fill]: 	 0 	 (0.00)
Bucket[33 Fill]: 	 0 	 (0.00)
Bucket[34 Fill]: 	 0 	 (0.00)
Bucket[35 Fill]: 	 0 	 (0.00)
Bucket[36 Fill]: 	 0 	 (0.00)
Bucket[37 Fill]: 	 0 	 (0.00)
Bucket[38 Fill]: 	 0 	 (0.00)
Bucket[39 Fill]: 	 0 	 (0.00)
Bucket[40 Fill]: 	 0 	 (0.00)


Distribution of Bucket-Occupancy (Averaged across Ball Throws) => Used for P(Bucket = k balls) calculation 

Occupancy: 		            Count 	 P(Bucket=k balls)
Bucket[ 0 Fill]: 	               10 	 (0.000)
Bucket[ 1 Fill]: 	               92 	 (0.000)
Bucket[ 2 Fill]: 	             1379 	 (0.000)
Bucket[ 3 Fill]: 	            12443 	 (0.000)
Bucket[ 4 Fill]: 	            79924 	 (0.002)
Bucket[ 5 Fill]: 	           415223 	 (0.010)
Bucket[ 6 Fill]: 	          1798836 	 (0.045)
Bucket[ 7 Fill]: 	          6660006 	 (0.167)
Bucket[ 8 Fill]: 	         21566608 	 (0.539)
Bucket[ 9 Fill]: 	         61894994 	 (1.547)
Bucket[10 Fill]: 	        158356739 	 (3.959)
Bucket[11 Fill]: 	        358177652 	 (8.954)
Bucket[12 Fill]: 	        692645041 	 (17.316)
Bucket[13 Fill]: 	       1054482159 	 (26.362)
Bucket[14 Fill]: 	       1063102682 	 (26.578)
Bucket[15 Fill]: 	        512653120 	 (12.816)
Bucket[16 Fill]: 	         67647977 	 (1.691)
Bucket[17 Fill]: 	           898200 	 (0.022)
Bucket[18 Fill]: 	              131 	 (0.000)
Bucket[19 Fill]: 	                0 	 (0.000)
Bucket[20 Fill]: 	                0 	 (0.000)
Bucket[21 Fill]: 	                0 	 (0.000)
Bucket[22 Fill]: 	                0 	 (0.000)
Bucket[23 Fill]: 	                0 	 (0.000)
Bucket[24 Fill]: 	                0 	 (0.000)
Bucket[25 Fill]: 	                0 	 (0.000)
Bucket[26 Fill]: 	                0 	 (0.000)
Bucket[27 Fill]: 	                0 	 (0.000)
Bucket[28 Fill]: 	                0 	 (0.000)
Bucket[29 Fill]: 	                0 	 (0.000)
Bucket[30 Fill]: 	                0 	 (0.000)
Bucket[31 Fill]: 	                0 	 (0.000)
Bucket[32 Fill]: 	                0 	 (0.000)
Bucket[33 Fill]: 	                0 	 (0.000)
Bucket[34 Fill]: 	                0 	 (0.000)
Bucket[35 Fill]: 	                0 	 (0.000)
Bucket[36 Fill]: 	                0 	 (0.000)
Bucket[37 Fill]: 	                0 	 (0.000)
Bucket[38 Fill]: 	                0 	 (0.000)
Bucket[39 Fill]: 	                0 	 (0.000)
Bucket[40 Fill]: 	                0 	 (0.000)


Distribution of Balls-in-Dest-Bucket on Ball-Insertion (Best-Of-2 Indexed-Buckets) => Spill-Count = Spills from Bucket-With-19-Balls

Balls-in-Dest-Bucket (k) 		 Spills from Bucket-With-k-Balls)
 0:				                9	 (0.000)
 1:				               91	 (0.000)
 2:				             1368	 (0.000)
 3:				            12369	 (0.001)
 4:				            79507	 (0.004)
 5:				           413245	 (0.021)
 6:				          1789243	 (0.089)
 7:				          6620194	 (0.331)
 8:				         21402894	 (1.070)
 9:				         60884148	 (3.044)
10:				        151516453	 (7.576)
11:				        319651580	 (15.983)
12:				        527250284	 (26.363)
13:				        572412615	 (28.621)
14:				        295739627	 (14.787)
15:				         41637881	 (2.082)
16:				           588393	 (0.029)
17:				               99	 (0.000)
18:				                0	 (0.000)
19:				                0	 (0.000)
20:				                0	 (0.000)
21:				                0	 (0.000)
22:				                0	 (0.000)
23:				                0	 (0.000)
24:				                0	 (0.000)
