Cache Configuration: 12 MB, 2 skews, 18 ways (9 ways/skew)
AVG-BALLS-PER-BUCKET:9, BUCKET-SPILL-THRESHOLD:12 
Simulation Parameters - BALL_THROWS:1000000000, SEED:1

Starting throws --  (Dot printed every 100M Ball throws) 
.......... 1Bn


Bucket-Occupancy Snapshot at End of Experiment

Occupancy: 		 Count
Bucket[ 0 Fill]: 	 0 	 (0.00)
Bucket[ 1 Fill]: 	 0 	 (0.00)
Bucket[ 2 Fill]: 	 2 	 (0.01)
Bucket[ 3 Fill]: 	 26 	 (0.08)
Bucket[ 4 Fill]: 	 102 	 (0.31)
Bucket[ 5 Fill]: 	 370 	 (1.13)
Bucket[ 6 Fill]: 	 1138 	 (3.47)
Bucket[ 7 Fill]: 	 2921 	 (8.91)
Bucket[ 8 Fill]: 	 6045 	 (18.45)
Bucket[ 9 Fill]: 	 9296 	 (28.37)
Bucket[10 Fill]: 	 8674 	 (26.47)
Bucket[11 Fill]: 	 3795 	 (11.58)
Bucket[12 Fill]: 	 399 	 (1.22)
Bucket[13 Fill]: 	 0 	 (0.00)
Bucket[14 Fill]: 	 0 	 (0.00)
Bucket[15 Fill]: 	 0 	 (0.00)
Bucket[16 Fill]: 	 0 	 (0.00)
Bucket[17 Fill]: 	 0 	 (0.00)
Bucket[18 Fill]: 	 0 	 (0.00)
Bucket[19 Fill]: 	 0 	 (0.00)
Bucket[20 Fill]: 	 0 	 (0.00)
Bucket[21 Fill]: 	 0 	 (0.00)
Bucket[22 Fill]: 	 0 	 (0.00)
Bucket[23 Fill]: 	 0 	 (0.00)
Bucket[24 Fill]: 	 0 	 (0.00)
Bucket[25 Fill]: 	 0 	 (0.00)
Bucket[26 Fill]: 	 0 	 (0.00)
Bucket[27 Fill]: 	 0 	 (0.00)
Bucket[28 Fill]: 	 0 	 (0.00)
Bucket[29 Fill]: 	 0 	 (0.00)
Bucket[30 Fill]: 	 0 	 (0.00)
Bucket[31 Fill]: 	 0 	 (0.00)
Bucket[32 Fill]: 	 0 	 (0.00)
Bucket[33 Fill]: 	 0 	 (0.00)
Bucket[34 Fill]: 	 0 	 (0.00)
Bucket[35 Fill]: 	 0 	 (0.00)
Bucket[36 Fill]: 	 0 	 (0.00)
Bucket[37 Fill]: 	 0 	 (0.00)
Bucket[38 Fill]: 	 0 	 (0.00)
Bucket[39 Fill]: 	 0 	 (0.00)
Bucket[40 Fill]: 	 0 	 (0.00)


Distribution of Bucket-Occupancy (Averaged across Ball Throws) => Used for P(Bucket = k balls) calculation 

Occupancy: 		            Count 	 P(Bucket=k balls)
Bucket[ 0 Fill]: 	             3174 	 (0.000)
Bucket[ 1 Fill]: 	            56579 	 (0.001)
Bucket[ 2 Fill]: 	           509163 	 (0.013)
Bucket[ 3 Fill]: 	          3025767 	 (0.076)
Bucket[ 4 Fill]: 	         13552711 	 (0.339)
Bucket[ 5 Fill]: 	         48522603 	 (1.213)
Bucket[ 6 Fill]: 	        143956309 	 (3.599)
Bucket[ 7 Fill]: 	        357378346 	 (8.934)
Bucket[ 8 Fill]: 	        726110472 	 (18.153)
Bucket[ 9 Fill]: 	       1114818718 	 (27.870)
Bucket[10 Fill]: 	       1078587659 	 (26.965)
Bucket[11 Fill]: 	        464757495 	 (11.619)
Bucket[12 Fill]: 	         49114220 	 (1.228)
Bucket[13 Fill]: 	                0 	 (0.000)
Bucket[14 Fill]: 	                0 	 (0.000)
Bucket[15 Fill]: 	                0 	 (0.000)
Bucket[16 Fill]: 	                0 	 (0.000)
Bucket[17 Fill]: 	                0 	 (0.000)
Bucket[18 Fill]: 	                0 	 (0.000)
Bucket[19 Fill]: 	                0 	 (0.000)
Bucket[20 Fill]: 	                0 	 (0.000)
Bucket[21 Fill]: 	                0 	 (0.000)
Bucket[22 Fill]: 	                0 	 (0.000)
Bucket[23 Fill]: 	                0 	 (0.000)
Bucket[24 Fill]: 	                0 	 (0.000)
Bucket[25 Fill]: 	                0 	 (0.000)
Bucket[26 Fill]: 	                0 	 (0.000)
Bucket[27 Fill]: 	                0 	 (0.000)
Bucket[28 Fill]: 	                0 	 (0.000)
Bucket[29 Fill]: 	                0 	 (0.000)
Bucket[30 Fill]: 	                0 	 (0.000)
Bucket[31 Fill]: 	                0 	 (0.000)
Bucket[32 Fill]: 	                0 	 (0.000)
Bucket[33 Fill]: 	                0 	 (0.000)
Bucket[34 Fill]: 	                0 	 (0.000)
Bucket[35 Fill]: 	                0 	 (0.000)
Bucket[36 Fill]: 	                0 	 (0.000)
Bucket[37 Fill]: 	                0 	 (0.000)
Bucket[38 Fill]: 	                0 	 (0.000)
Bucket[39 Fill]: 	                0 	 (0.000)
Bucket[40 Fill]: 	                0 	 (0.000)


Distribution of Balls-in-Dest-Bucket on Ball-Insertion (Best-Of-2 Indexed-Buckets) => Spill-Count = Spills from Bucket-With-12-Balls

Balls-in-Dest-Bucket (k) 		 Spills from Bucket-With-k-Balls)
 0:				             3023	 (0.000)
 1:				            54860	 (0.003)
 2:				           500076	 (0.025)
 3:				          2993144	 (0.150)
 4:				         13460515	 (0.673)
 5:				         47957512	 (2.398)
 6:				        138948821	 (6.947)
 7:				        322651646	 (16.133)
 8:				        557316293	 (27.866)
 9:				        599147409	 (29.957)
10:				        283960566	 (14.198)
11:				         32704722	 (1.635)
12:				           301413	 (0.015)
13:				                0	 (0.000)
14:				                0	 (0.000)
15:				                0	 (0.000)
16:				                0	 (0.000)
17:				                0	 (0.000)
18:				                0	 (0.000)
19:				                0	 (0.000)
20:				                0	 (0.000)
21:				                0	 (0.000)
22:				                0	 (0.000)
23:				                0	 (0.000)
24:				                0	 (0.000)
